'Elapsed time','i','ii','iii','avr','avl','avf','v1','v2','v3','v4','v5','v6','vx','vy','vz'
'0:01.592',-0.040,-0.330,-0.289,0.184,0.124,-0.309,-0.031,0.059,0.083,-0.004,-0.159,-0.102,-0.173,-0.261,0.021
'0:01.593',-0.043,-0.331,-0.287,0.186,0.122,-0.308,-0.032,0.054,0.076,-0.011,-0.164,-0.106,-0.179,-0.260,0.021
'0:01.594',-0.045,-0.331,-0.285,0.188,0.120,-0.307,-0.035,0.048,0.068,-0.019,-0.169,-0.113,-0.180,-0.257,0.026
'0:01.595',-0.041,-0.320,-0.279,0.180,0.119,-0.299,-0.030,0.048,0.066,-0.021,-0.169,-0.114,-0.182,-0.254,0.029
'0:01.596',-0.028,-0.304,-0.276,0.166,0.124,-0.290,-0.025,0.052,0.066,-0.021,-0.169,-0.110,-0.185,-0.259,0.030
'0:01.597',-0.024,-0.304,-0.281,0.164,0.129,-0.292,-0.026,0.051,0.065,-0.022,-0.168,-0.108,-0.186,-0.257,0.035
'0:01.598',-0.035,-0.306,-0.270,0.171,0.117,-0.288,-0.031,0.042,0.053,-0.030,-0.171,-0.115,-0.191,-0.247,0.037
'0:01.599',-0.046,-0.310,-0.264,0.178,0.109,-0.287,-0.035,0.035,0.045,-0.036,-0.175,-0.119,-0.193,-0.247,0.036
'0:01.600',-0.051,-0.324,-0.273,0.186,0.112,-0.298,-0.033,0.038,0.046,-0.034,-0.172,-0.118,-0.193,-0.250,0.037
'0:01.601',-0.056,-0.336,-0.279,0.196,0.112,-0.307,-0.033,0.037,0.044,-0.035,-0.173,-0.119,-0.194,-0.255,0.035
'0:01.602',-0.061,-0.340,-0.279,0.201,0.109,-0.309,-0.033,0.034,0.038,-0.041,-0.177,-0.123,-0.197,-0.262,0.033
'0:01.603',-0.061,-0.337,-0.275,0.199,0.106,-0.306,-0.029,0.034,0.037,-0.040,-0.175,-0.122,-0.201,-0.268,0.031
'0:01.604',-0.056,-0.329,-0.272,0.192,0.108,-0.300,-0.029,0.033,0.035,-0.041,-0.175,-0.120,-0.200,-0.264,0.028
'0:01.605',-0.058,-0.317,-0.259,0.187,0.101,-0.287,-0.032,0.029,0.032,-0.043,-0.174,-0.118,-0.198,-0.254,0.026
'0:01.606',-0.060,-0.316,-0.254,0.188,0.097,-0.284,-0.034,0.021,0.028,-0.044,-0.175,-0.118,-0.201,-0.256,0.028
'0:01.607',-0.063,-0.321,-0.258,0.192,0.098,-0.289,-0.037,0.021,0.021,-0.052,-0.179,-0.120,-0.201,-0.254,0.029
'0:01.608',-0.067,-0.321,-0.254,0.194,0.093,-0.287,-0.033,0.022,0.021,-0.052,-0.180,-0.121,-0.202,-0.251,0.029
'0:01.609',-0.067,-0.321,-0.254,0.194,0.093,-0.287,-0.030,0.022,0.019,-0.054,-0.183,-0.125,-0.204,-0.256,0.031
'0:01.610',-0.075,-0.328,-0.252,0.202,0.088,-0.290,-0.035,0.015,0.013,-0.061,-0.186,-0.127,-0.205,-0.256,0.030
'0:01.611',-0.075,-0.321,-0.245,0.198,0.086,-0.283,-0.038,0.012,0.009,-0.060,-0.185,-0.127,-0.204,-0.246,0.030
'0:01.612',-0.072,-0.317,-0.244,0.194,0.086,-0.281,-0.037,0.015,0.011,-0.060,-0.184,-0.125,-0.203,-0.241,0.032
'0:01.613',-0.069,-0.315,-0.245,0.192,0.088,-0.280,-0.040,0.010,0.007,-0.064,-0.187,-0.128,-0.205,-0.241,0.034
'0:01.614',-0.062,-0.298,-0.235,0.180,0.087,-0.267,-0.039,0.012,0.009,-0.064,-0.186,-0.125,-0.205,-0.236,0.035
'0:01.615',-0.058,-0.295,-0.236,0.176,0.090,-0.266,-0.037,0.012,0.009,-0.064,-0.185,-0.126,-0.207,-0.241,0.037
'0:01.616',-0.052,-0.298,-0.244,0.175,0.096,-0.272,-0.037,0.009,0.007,-0.066,-0.185,-0.127,-0.207,-0.242,0.040
'0:01.617',-0.065,-0.311,-0.246,0.188,0.090,-0.279,-0.034,0.013,0.009,-0.066,-0.182,-0.124,-0.207,-0.249,0.040
'0:01.618',-0.072,-0.315,-0.242,0.194,0.085,-0.279,-0.038,0.011,0.004,-0.070,-0.185,-0.127,-0.209,-0.256,0.037
'0:01.619',-0.071,-0.308,-0.236,0.190,0.083,-0.272,-0.040,0.006,0.003,-0.069,-0.184,-0.124,-0.206,-0.246,0.036
'0:01.620',-0.068,-0.314,-0.245,0.191,0.089,-0.279,-0.034,0.011,0.006,-0.065,-0.181,-0.123,-0.207,-0.252,0.037
'0:01.621',-0.064,-0.322,-0.258,0.193,0.098,-0.290,-0.032,0.011,0.005,-0.065,-0.180,-0.123,-0.208,-0.261,0.037
'0:01.622',-0.070,-0.328,-0.258,0.199,0.095,-0.293,-0.035,0.007,0.004,-0.065,-0.179,-0.122,-0.206,-0.265,0.037
'0:01.623',-0.063,-0.317,-0.253,0.190,0.096,-0.285,-0.032,0.013,0.005,-0.065,-0.178,-0.121,-0.206,-0.259,0.035
'0:01.624',-0.056,-0.302,-0.247,0.179,0.096,-0.275,-0.030,0.012,0.006,-0.065,-0.177,-0.121,-0.207,-0.247,0.034
'0:01.625',-0.060,-0.296,-0.235,0.178,0.088,-0.266,-0.034,0.008,0.004,-0.064,-0.178,-0.123,-0.208,-0.248,0.032
'0:01.626',-0.063,-0.295,-0.232,0.178,0.085,-0.263,-0.035,0.007,0.003,-0.063,-0.177,-0.120,-0.205,-0.248,0.032
'0:01.627',-0.070,-0.304,-0.234,0.186,0.083,-0.270,-0.035,0.006,0.001,-0.064,-0.176,-0.121,-0.206,-0.249,0.032
'0:01.628',-0.078,-0.316,-0.237,0.197,0.080,-0.277,-0.037,0.004,-0.002,-0.066,-0.178,-0.123,-0.207,-0.253,0.033
'0:01.629',-0.076,-0.318,-0.241,0.197,0.083,-0.279,-0.037,0.004,-0.001,-0.066,-0.177,-0.124,-0.206,-0.251,0.034
'0:01.630',-0.071,-0.302,-0.231,0.186,0.080,-0.267,-0.037,0.003,-0.004,-0.068,-0.179,-0.126,-0.207,-0.237,0.033
'0:01.631',-0.072,-0.292,-0.220,0.181,0.074,-0.256,-0.042,-0.004,-0.007,-0.071,-0.180,-0.127,-0.208,-0.226,0.030
'0:01.632',-0.075,-0.295,-0.220,0.184,0.072,-0.257,-0.048,-0.005,-0.009,-0.071,-0.179,-0.127,-0.207,-0.234,0.029
'0:01.633',-0.076,-0.296,-0.219,0.186,0.071,-0.258,-0.045,-0.005,-0.012,-0.072,-0.182,-0.129,-0.206,-0.236,0.032
'0:01.634',-0.077,-0.307,-0.230,0.192,0.077,-0.269,-0.039,-0.002,-0.008,-0.070,-0.179,-0.128,-0.209,-0.242,0.032
'0:01.635',-0.080,-0.319,-0.238,0.199,0.080,-0.278,-0.038,0.000,-0.008,-0.071,-0.180,-0.129,-0.211,-0.246,0.035
'0:01.636',-0.082,-0.320,-0.237,0.201,0.078,-0.278,-0.039,-0.001,-0.008,-0.073,-0.183,-0.131,-0.211,-0.243,0.036
'0:01.637',-0.082,-0.320,-0.237,0.201,0.078,-0.279,-0.038,-0.001,-0.009,-0.072,-0.181,-0.131,-0.211,-0.250,0.035
'0:01.638',-0.082,-0.316,-0.234,0.199,0.076,-0.275,-0.042,-0.002,-0.011,-0.074,-0.181,-0.131,-0.211,-0.249,0.035
'0:01.639',-0.083,-0.316,-0.233,0.200,0.075,-0.275,-0.043,-0.004,-0.011,-0.074,-0.181,-0.131,-0.210,-0.245,0.035
'0:01.640',-0.090,-0.325,-0.234,0.207,0.072,-0.280,-0.042,-0.006,-0.014,-0.076,-0.181,-0.132,-0.212,-0.245,0.037
'0:01.641',-0.091,-0.330,-0.239,0.210,0.074,-0.284,-0.038,-0.003,-0.011,-0.076,-0.180,-0.135,-0.215,-0.246,0.037
'0:01.642',-0.091,-0.333,-0.241,0.211,0.076,-0.287,-0.035,0.001,-0.008,-0.074,-0.179,-0.133,-0.215,-0.247,0.037
'0:01.643',-0.092,-0.336,-0.244,0.214,0.076,-0.290,-0.034,0.002,-0.006,-0.070,-0.174,-0.129,-0.215,-0.248,0.035
'0:01.644',-0.088,-0.327,-0.238,0.207,0.075,-0.282,-0.034,0.002,-0.007,-0.070,-0.174,-0.129,-0.214,-0.249,0.034
'0:01.645',-0.090,-0.319,-0.228,0.204,0.069,-0.273,-0.037,-0.002,-0.012,-0.074,-0.177,-0.132,-0.215,-0.247,0.032
'0:01.646',-0.082,-0.307,-0.225,0.195,0.071,-0.266,-0.036,-0.003,-0.011,-0.070,-0.172,-0.129,-0.214,-0.252,0.030
'0:01.647',-0.072,-0.296,-0.224,0.184,0.076,-0.261,-0.033,0.002,-0.006,-0.067,-0.170,-0.122,-0.212,-0.250,0.029
'0:01.648',-0.080,-0.302,-0.222,0.191,0.071,-0.263,-0.035,0.001,-0.009,-0.070,-0.174,-0.129,-0.214,-0.246,0.031
'0:01.649',-0.084,-0.301,-0.217,0.193,0.067,-0.260,-0.037,-0.004,-0.011,-0.072,-0.177,-0.131,-0.216,-0.242,0.033
'0:01.650',-0.083,-0.299,-0.215,0.191,0.067,-0.257,-0.036,-0.004,-0.009,-0.071,-0.175,-0.128,-0.213,-0.235,0.031
'0:01.651',-0.084,-0.298,-0.213,0.191,0.065,-0.256,-0.038,-0.005,-0.013,-0.072,-0.175,-0.130,-0.214,-0.232,0.029
'0:01.652',-0.088,-0.300,-0.212,0.195,0.062,-0.256,-0.042,-0.009,-0.017,-0.076,-0.179,-0.132,-0.214,-0.231,0.030
'0:01.653',-0.088,-0.301,-0.212,0.195,0.062,-0.257,-0.043,-0.009,-0.016,-0.074,-0.179,-0.131,-0.212,-0.233,0.032
'0:01.654',-0.089,-0.303,-0.214,0.197,0.062,-0.259,-0.043,-0.007,-0.017,-0.077,-0.182,-0.133,-0.213,-0.231,0.032
'0:01.655',-0.095,-0.314,-0.217,0.204,0.061,-0.266,-0.043,-0.010,-0.021,-0.085,-0.189,-0.138,-0.214,-0.234,0.033
'0:01.656',-0.092,-0.310,-0.218,0.201,0.064,-0.265,-0.039,-0.009,-0.018,-0.081,-0.187,-0.137,-0.216,-0.233,0.035
'0:01.657',-0.081,-0.305,-0.225,0.193,0.072,-0.265,-0.037,-0.005,-0.015,-0.079,-0.185,-0.134,-0.216,-0.231,0.038
'0:01.658',-0.077,-0.298,-0.220,0.188,0.071,-0.259,-0.042,-0.007,-0.018,-0.080,-0.185,-0.133,-0.214,-0.229,0.035
'0:01.659',-0.087,-0.297,-0.210,0.192,0.062,-0.254,-0.043,-0.009,-0.021,-0.082,-0.188,-0.136,-0.216,-0.227,0.034
'0:01.660',-0.092,-0.311,-0.218,0.202,0.063,-0.265,-0.038,-0.004,-0.017,-0.080,-0.186,-0.137,-0.221,-0.239,0.036
'0:01.661',-0.089,-0.314,-0.225,0.202,0.069,-0.270,-0.039,-0.004,-0.013,-0.076,-0.180,-0.131,-0.216,-0.245,0.038
'0:01.662',-0.086,-0.315,-0.227,0.201,0.070,-0.271,-0.038,-0.004,-0.014,-0.076,-0.182,-0.134,-0.217,-0.239,0.040
'0:01.663',-0.092,-0.324,-0.231,0.207,0.070,-0.277,-0.033,0.001,-0.015,-0.079,-0.186,-0.137,-0.221,-0.242,0.038
'0:01.664',-0.088,-0.322,-0.233,0.204,0.072,-0.277,-0.030,0.002,-0.013,-0.076,-0.181,-0.131,-0.220,-0.248,0.035
'0:01.665',-0.076,-0.302,-0.225,0.189,0.074,-0.264,-0.033,0.001,-0.011,-0.074,-0.175,-0.127,-0.216,-0.242,0.033
'0:01.666',-0.085,-0.295,-0.210,0.190,0.063,-0.253,-0.038,-0.005,-0.015,-0.077,-0.178,-0.131,-0.215,-0.231,0.030
'0:01.667',-0.093,-0.301,-0.208,0.198,0.058,-0.255,-0.039,-0.006,-0.018,-0.078,-0.186,-0.134,-0.219,-0.234,0.030
'0:01.668',-0.092,-0.308,-0.215,0.200,0.062,-0.262,-0.036,-0.004,-0.015,-0.079,-0.189,-0.135,-0.222,-0.242,0.032
'0:01.669',-0.092,-0.308,-0.215,0.200,0.062,-0.262,-0.036,-0.005,-0.015,-0.077,-0.183,-0.133,-0.220,-0.242,0.032
'0:01.670',-0.093,-0.309,-0.216,0.201,0.062,-0.263,-0.035,-0.005,-0.015,-0.076,-0.183,-0.131,-0.217,-0.238,0.029
'0:01.671',-0.091,-0.312,-0.220,0.202,0.065,-0.266,-0.036,-0.005,-0.015,-0.076,-0.182,-0.131,-0.220,-0.232,0.028
'0:01.672',-0.091,-0.296,-0.205,0.194,0.057,-0.251,-0.041,-0.010,-0.021,-0.081,-0.188,-0.135,-0.221,-0.220,0.027
'0:01.673',-0.097,-0.290,-0.193,0.194,0.048,-0.241,-0.045,-0.013,-0.025,-0.086,-0.192,-0.140,-0.221,-0.214,0.027
'0:01.674',-0.098,-0.298,-0.200,0.198,0.051,-0.249,-0.041,-0.009,-0.018,-0.081,-0.188,-0.138,-0.220,-0.222,0.028
'0:01.675',-0.094,-0.307,-0.213,0.201,0.060,-0.261,-0.035,-0.004,-0.016,-0.080,-0.190,-0.139,-0.223,-0.234,0.033
'0:01.676',-0.090,-0.310,-0.219,0.200,0.065,-0.265,-0.036,-0.001,-0.014,-0.077,-0.189,-0.138,-0.223,-0.232,0.035
'0:01.677',-0.095,-0.309,-0.214,0.202,0.060,-0.262,-0.038,-0.005,-0.016,-0.080,-0.187,-0.137,-0.220,-0.225,0.033
'0:01.678',-0.101,-0.301,-0.200,0.201,0.050,-0.251,-0.041,-0.011,-0.019,-0.083,-0.189,-0.139,-0.220,-0.216,0.033
'0:01.679',-0.093,-0.291,-0.198,0.192,0.052,-0.244,-0.038,-0.006,-0.016,-0.079,-0.186,-0.137,-0.220,-0.216,0.032
'0:01.680',-0.077,-0.293,-0.215,0.184,0.070,-0.254,-0.029,0.002,-0.009,-0.073,-0.179,-0.133,-0.222,-0.234,0.034
'0:01.681',-0.070,-0.289,-0.218,0.179,0.074,-0.254,-0.026,0.006,-0.006,-0.071,-0.178,-0.131,-0.223,-0.235,0.035
'0:01.682',-0.084,-0.298,-0.214,0.191,0.066,-0.257,-0.031,0.002,-0.010,-0.075,-0.184,-0.134,-0.224,-0.228,0.035
'0:01.683',-0.092,-0.317,-0.225,0.204,0.067,-0.271,-0.034,-0.002,-0.011,-0.074,-0.183,-0.133,-0.222,-0.234,0.034
'0:01.684',-0.092,-0.317,-0.224,0.204,0.066,-0.271,-0.032,0.002,-0.011,-0.074,-0.179,-0.131,-0.220,-0.237,0.030
'0:01.685',-0.096,-0.306,-0.211,0.201,0.058,-0.259,-0.035,-0.002,-0.013,-0.076,-0.179,-0.131,-0.218,-0.233,0.028
'0:01.686',-0.092,-0.299,-0.207,0.196,0.058,-0.253,-0.036,-0.004,-0.013,-0.075,-0.181,-0.130,-0.218,-0.228,0.027
'0:01.687',-0.089,-0.298,-0.208,0.194,0.059,-0.253,-0.034,-0.001,-0.011,-0.072,-0.178,-0.128,-0.217,-0.226,0.025
'0:01.688',-0.096,-0.312,-0.217,0.204,0.061,-0.265,-0.030,0.001,-0.009,-0.070,-0.176,-0.129,-0.219,-0.240,0.028
'0:01.689',-0.097,-0.319,-0.221,0.207,0.062,-0.270,-0.033,-0.001,-0.009,-0.071,-0.176,-0.129,-0.220,-0.243,0.026
'0:01.690',-0.093,-0.304,-0.210,0.199,0.059,-0.258,-0.036,-0.004,-0.011,-0.074,-0.178,-0.130,-0.217,-0.229,0.024
'0:01.691',-0.096,-0.303,-0.208,0.199,0.057,-0.256,-0.035,-0.004,-0.012,-0.076,-0.177,-0.131,-0.220,-0.226,0.024
'0:01.692',-0.095,-0.305,-0.209,0.200,0.058,-0.257,-0.038,-0.004,-0.013,-0.075,-0.179,-0.129,-0.216,-0.221,0.025
'0:01.693',-0.097,-0.306,-0.209,0.202,0.057,-0.258,-0.041,-0.005,-0.013,-0.077,-0.182,-0.131,-0.215,-0.219,0.026
'0:01.694',-0.097,-0.311,-0.214,0.204,0.059,-0.263,-0.040,-0.005,-0.013,-0.077,-0.182,-0.133,-0.216,-0.225,0.028
'0:01.695',-0.093,-0.314,-0.220,0.203,0.064,-0.267,-0.041,-0.005,-0.013,-0.078,-0.184,-0.135,-0.218,-0.227,0.030
'0:01.696',-0.097,-0.320,-0.223,0.208,0.064,-0.271,-0.038,-0.003,-0.013,-0.079,-0.186,-0.138,-0.220,-0.232,0.032
'0:01.697',-0.096,-0.322,-0.226,0.208,0.065,-0.274,-0.035,-0.001,-0.009,-0.076,-0.183,-0.136,-0.220,-0.238,0.030
'0:01.698',-0.091,-0.317,-0.225,0.203,0.067,-0.271,-0.034,0.003,-0.008,-0.073,-0.180,-0.132,-0.217,-0.234,0.029
'0:01.699',-0.093,-0.315,-0.221,0.203,0.064,-0.268,-0.035,-0.001,-0.011,-0.074,-0.182,-0.133,-0.216,-0.229,0.029
'0:01.700',-0.092,-0.321,-0.228,0.206,0.068,-0.275,-0.035,0.001,-0.008,-0.071,-0.176,-0.133,-0.218,-0.234,0.028
'0:01.701',-0.090,-0.323,-0.232,0.206,0.071,-0.278,-0.032,0.005,-0.004,-0.071,-0.178,-0.133,-0.219,-0.239,0.030
'0:01.702',-0.094,-0.326,-0.232,0.209,0.069,-0.279,-0.032,0.004,-0.004,-0.073,-0.181,-0.135,-0.220,-0.241,0.031
'0:01.703',-0.086,-0.324,-0.237,0.205,0.075,-0.281,-0.029,0.009,0.001,-0.067,-0.174,-0.129,-0.217,-0.247,0.028
'0:01.704',-0.082,-0.317,-0.234,0.199,0.076,-0.276,-0.030,0.008,0.001,-0.065,-0.174,-0.127,-0.216,-0.246,0.026
'0:01.705',-0.086,-0.314,-0.227,0.200,0.070,-0.270,-0.033,0.005,-0.002,-0.067,-0.176,-0.128,-0.216,-0.237,0.024
'0:01.706',-0.080,-0.300,-0.221,0.190,0.070,-0.261,-0.034,0.005,-0.002,-0.066,-0.173,-0.126,-0.216,-0.234,0.024
'0:01.707',-0.076,-0.292,-0.215,0.184,0.070,-0.254,-0.033,0.004,-0.003,-0.066,-0.175,-0.126,-0.215,-0.230,0.022
'0:01.708',-0.082,-0.304,-0.221,0.193,0.070,-0.263,-0.033,0.005,-0.001,-0.066,-0.175,-0.127,-0.215,-0.236,0.025
'0:01.709',-0.085,-0.310,-0.225,0.198,0.070,-0.268,-0.036,0.004,-0.001,-0.065,-0.176,-0.127,-0.215,-0.238,0.026
'0:01.710',-0.086,-0.303,-0.217,0.195,0.067,-0.261,-0.035,0.003,-0.003,-0.067,-0.175,-0.127,-0.213,-0.231,0.022
'0:01.711',-0.083,-0.300,-0.217,0.191,0.068,-0.259,-0.036,0.004,-0.003,-0.069,-0.173,-0.126,-0.213,-0.228,0.021
'0:01.712',-0.081,-0.299,-0.218,0.190,0.069,-0.259,-0.038,0.003,-0.002,-0.067,-0.173,-0.126,-0.213,-0.228,0.022
'0:01.713',-0.087,-0.303,-0.215,0.195,0.065,-0.260,-0.035,0.001,-0.003,-0.069,-0.173,-0.128,-0.214,-0.224,0.021
'0:01.714',-0.092,-0.312,-0.220,0.202,0.064,-0.266,-0.039,-0.001,-0.005,-0.071,-0.177,-0.132,-0.214,-0.222,0.022
'0:01.715',-0.092,-0.319,-0.226,0.205,0.067,-0.272,-0.040,-0.001,-0.004,-0.070,-0.179,-0.132,-0.213,-0.231,0.026
'0:01.716',-0.091,-0.318,-0.226,0.204,0.068,-0.272,-0.036,0.002,-0.003,-0.070,-0.178,-0.132,-0.215,-0.231,0.028
'0:01.717',-0.090,-0.317,-0.226,0.203,0.069,-0.271,-0.039,0.002,-0.004,-0.070,-0.177,-0.132,-0.214,-0.229,0.028
'0:01.718',-0.090,-0.316,-0.226,0.203,0.068,-0.271,-0.042,-0.001,-0.004,-0.072,-0.179,-0.135,-0.214,-0.228,0.027
'0:01.719',-0.087,-0.315,-0.228,0.201,0.070,-0.271,-0.042,-0.001,-0.005,-0.070,-0.180,-0.135,-0.214,-0.220,0.027
'0:01.720',-0.093,-0.326,-0.233,0.209,0.070,-0.280,-0.039,0.002,-0.004,-0.070,-0.180,-0.134,-0.214,-0.232,0.029
'0:01.721',-0.092,-0.334,-0.240,0.212,0.074,-0.287,-0.035,0.004,-0.002,-0.069,-0.178,-0.134,-0.216,-0.248,0.033
'0:01.722',-0.084,-0.329,-0.244,0.206,0.080,-0.286,-0.033,0.008,0.002,-0.067,-0.174,-0.131,-0.216,-0.251,0.032
'0:01.723',-0.083,-0.324,-0.240,0.203,0.079,-0.282,-0.030,0.011,0.004,-0.066,-0.175,-0.132,-0.216,-0.247,0.032
'0:01.724',-0.085,-0.323,-0.237,0.203,0.076,-0.280,-0.033,0.009,0.003,-0.064,-0.175,-0.129,-0.214,-0.238,0.032
'0:01.725',-0.089,-0.327,-0.237,0.207,0.074,-0.282,-0.035,0.007,0.002,-0.065,-0.172,-0.127,-0.211,-0.235,0.029
'0:01.726',-0.090,-0.329,-0.237,0.209,0.074,-0.283,-0.037,0.005,0.000,-0.062,-0.171,-0.124,-0.210,-0.234,0.029
'0:01.727',-0.090,-0.326,-0.236,0.208,0.073,-0.281,-0.040,0.001,-0.003,-0.064,-0.173,-0.126,-0.209,-0.234,0.032
'0:01.728',-0.093,-0.326,-0.233,0.209,0.070,-0.280,-0.040,0.001,-0.004,-0.069,-0.177,-0.132,-0.212,-0.231,0.032
'0:01.729',-0.095,-0.327,-0.231,0.210,0.068,-0.279,-0.042,-0.001,-0.004,-0.070,-0.178,-0.132,-0.212,-0.232,0.030
'0:01.730',-0.096,-0.325,-0.228,0.210,0.066,-0.276,-0.043,-0.001,-0.005,-0.070,-0.177,-0.131,-0.209,-0.232,0.027
'0:01.731',-0.095,-0.318,-0.223,0.206,0.064,-0.270,-0.044,-0.002,-0.006,-0.070,-0.178,-0.130,-0.210,-0.229,0.025
'0:01.732',-0.096,-0.318,-0.221,0.206,0.062,-0.269,-0.046,-0.004,-0.007,-0.073,-0.180,-0.133,-0.211,-0.232,0.025
'0:01.733',-0.093,-0.312,-0.218,0.203,0.062,-0.266,-0.044,-0.004,-0.009,-0.072,-0.180,-0.133,-0.212,-0.229,0.023
'0:01.734',-0.075,-0.301,-0.225,0.188,0.075,-0.263,-0.038,0.002,-0.003,-0.066,-0.172,-0.126,-0.211,-0.227,0.026
'0:01.735',-0.069,-0.300,-0.232,0.184,0.082,-0.266,-0.035,0.008,0.002,-0.064,-0.172,-0.126,-0.211,-0.230,0.028
'0:01.736',-0.076,-0.307,-0.230,0.192,0.077,-0.269,-0.038,0.005,-0.001,-0.067,-0.176,-0.130,-0.211,-0.230,0.028
'0:01.737',-0.083,-0.312,-0.230,0.198,0.073,-0.271,-0.041,0.002,-0.004,-0.072,-0.181,-0.136,-0.213,-0.230,0.029
'0:01.738',-0.086,-0.311,-0.225,0.199,0.070,-0.268,-0.044,-0.002,-0.007,-0.074,-0.185,-0.137,-0.212,-0.226,0.029
'0:01.739',-0.083,-0.314,-0.230,0.198,0.074,-0.272,-0.043,0.002,-0.004,-0.071,-0.181,-0.133,-0.210,-0.226,0.028
'0:01.740',-0.086,-0.330,-0.244,0.207,0.080,-0.287,-0.037,0.005,-0.001,-0.069,-0.178,-0.132,-0.213,-0.235,0.029
'0:01.741',-0.088,-0.337,-0.248,0.212,0.080,-0.292,-0.038,0.004,-0.001,-0.068,-0.179,-0.133,-0.213,-0.243,0.030
'0:01.742',-0.086,-0.338,-0.252,0.212,0.084,-0.295,-0.038,0.006,-0.001,-0.068,-0.179,-0.132,-0.211,-0.246,0.032
'0:01.743',-0.083,-0.340,-0.256,0.211,0.086,-0.297,-0.037,0.006,0.002,-0.065,-0.175,-0.129,-0.211,-0.245,0.030
'0:01.744',-0.082,-0.334,-0.251,0.207,0.085,-0.292,-0.040,0.005,0.003,-0.066,-0.174,-0.127,-0.211,-0.242,0.028
'0:01.745',-0.080,-0.325,-0.244,0.202,0.082,-0.284,-0.038,0.005,0.001,-0.066,-0.174,-0.126,-0.211,-0.244,0.028
'0:01.746',-0.079,-0.317,-0.237,0.198,0.080,-0.277,-0.039,0.005,0.000,-0.065,-0.172,-0.124,-0.211,-0.249,0.025
'0:01.747',-0.077,-0.308,-0.230,0.193,0.076,-0.269,-0.040,0.004,0.001,-0.064,-0.171,-0.124,-0.210,-0.242,0.022
'0:01.748',-0.075,-0.305,-0.230,0.190,0.077,-0.268,-0.041,0.003,-0.002,-0.066,-0.174,-0.126,-0.210,-0.238,0.025
'0:01.749',-0.077,-0.310,-0.233,0.194,0.077,-0.272,-0.041,0.002,-0.003,-0.069,-0.177,-0.129,-0.210,-0.240,0.028
'0:01.750',-0.075,-0.302,-0.226,0.189,0.075,-0.264,-0.044,0.001,-0.004,-0.069,-0.178,-0.129,-0.211,-0.232,0.025
'0:01.751',-0.082,-0.306,-0.223,0.194,0.070,-0.265,-0.047,-0.002,-0.007,-0.072,-0.179,-0.131,-0.212,-0.229,0.024
'0:01.752',-0.091,-0.318,-0.226,0.204,0.068,-0.272,-0.046,-0.005,-0.008,-0.073,-0.181,-0.133,-0.213,-0.232,0.025
'0:01.753',-0.089,-0.314,-0.224,0.202,0.068,-0.269,-0.048,-0.006,-0.011,-0.075,-0.183,-0.134,-0.213,-0.231,0.024
'0:01.754',-0.089,-0.311,-0.222,0.200,0.067,-0.267,-0.049,-0.008,-0.013,-0.077,-0.186,-0.137,-0.212,-0.228,0.026
'0:01.755',-0.091,-0.321,-0.229,0.205,0.070,-0.275,-0.045,-0.005,-0.011,-0.076,-0.185,-0.137,-0.214,-0.232,0.028
'0:01.756',-0.086,-0.327,-0.240,0.206,0.077,-0.284,-0.043,-0.003,-0.007,-0.073,-0.183,-0.135,-0.214,-0.241,0.030
'0:01.757',-0.084,-0.338,-0.253,0.210,0.085,-0.295,-0.038,-0.001,-0.004,-0.070,-0.181,-0.133,-0.214,-0.254,0.032
'0:01.758',-0.096,-0.347,-0.251,0.222,0.078,-0.299,-0.040,0.000,-0.007,-0.072,-0.180,-0.136,-0.215,-0.247,0.029
'0:01.759',-0.095,-0.332,-0.236,0.213,0.070,-0.284,-0.043,-0.005,-0.011,-0.074,-0.182,-0.136,-0.214,-0.233,0.028
'0:01.760',-0.088,-0.335,-0.246,0.211,0.079,-0.290,-0.036,0.002,-0.004,-0.070,-0.179,-0.131,-0.213,-0.243,0.032
'0:01.761',-0.090,-0.339,-0.248,0.214,0.079,-0.293,-0.035,0.004,-0.004,-0.069,-0.177,-0.131,-0.212,-0.246,0.032
'0:01.762',-0.095,-0.340,-0.245,0.217,0.076,-0.293,-0.040,-0.001,-0.007,-0.072,-0.181,-0.135,-0.212,-0.245,0.033
'0:01.763',-0.096,-0.341,-0.244,0.218,0.074,-0.292,-0.041,-0.003,-0.010,-0.075,-0.186,-0.139,-0.215,-0.245,0.034
'0:01.764',-0.088,-0.324,-0.235,0.205,0.073,-0.280,-0.040,-0.003,-0.009,-0.072,-0.184,-0.136,-0.215,-0.241,0.032
'0:01.765',-0.076,-0.312,-0.235,0.194,0.080,-0.274,-0.037,0.000,-0.006,-0.069,-0.178,-0.130,-0.213,-0.243,0.029
'0:01.766',-0.078,-0.314,-0.235,0.196,0.079,-0.275,-0.040,0.001,-0.005,-0.067,-0.174,-0.127,-0.211,-0.239,0.028
'0:01.767',-0.088,-0.321,-0.232,0.204,0.072,-0.276,-0.046,-0.005,-0.013,-0.072,-0.179,-0.130,-0.210,-0.231,0.029
'0:01.768',-0.086,-0.320,-0.234,0.202,0.074,-0.277,-0.044,-0.004,-0.012,-0.074,-0.180,-0.133,-0.211,-0.231,0.029
'0:01.769',-0.082,-0.321,-0.237,0.201,0.078,-0.279,-0.039,-0.002,-0.007,-0.070,-0.175,-0.128,-0.212,-0.240,0.031
